Format Version,1.21,Take Name,Take 2019-01-03 03.48.29 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-01-03 03.48.29 PM,Total Frames in Take,36415,Total Exported Frames,36415,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone
218,1.816667,0.069612,-0.049949,0.002240,-0.996320,-0.465090,0.625202,1.061743,0.101747,0.006674,0.003635,-0.994781,-0.465293,0.705912,1.050420,-0.027908,0.021485,-0.039528,-0.998598,-0.462682,1.004485,0.988712,-0.155948,0.013231,-0.110752,-0.981448,-0.489561,1.321899,1.035109,-0.108588,0.024019,-0.116139,-0.986987,-0.522986,1.467600,1.060213,-0.199163,0.174554,-0.125960,-0.956033,-0.448061,1.307331,1.004529,-0.599843,0.543275,0.188666,-0.556279,-0.336236,1.328445,1.051847,-0.286434,0.660905,0.473159,-0.507229,-0.241132,1.086367,1.158067,-0.155379,0.488770,0.691923,-0.508138,-0.333935,0.838392,1.273414,-0.204781,0.271875,-0.038203,-0.939516,-0.523893,1.301412,1.001094,-0.542751,-0.196697,-0.400242,-0.711715,-0.628560,1.306288,0.936203,-0.108448,-0.401847,-0.554611,-0.720531,-0.797753,1.086244,0.892803,-0.030728,0.170328,0.705842,0.686900,-0.815076,0.837934,1.021329,-0.262821,-0.013767,-0.064662,-0.962577,-0.366196,0.624067,1.051882,-0.089114,0.061628,-0.097041,-0.989365,-0.336837,0.410356,0.924742,-0.023191,0.203979,0.076873,-0.975677,-0.263925,0.063656,0.865705,-0.195060,0.169888,0.040858,-0.965101,-0.563985,0.626337,1.071605,0.122966,0.103314,0.049694,-0.985767,-0.567136,0.395830,0.973852,0.081310,0.392824,0.062113,-0.913904,-0.611451,0.049296,1.057239,,,,,,,,,,,,,,
219,1.825000,0.070452,-0.052875,0.004073,-0.996104,-0.463451,0.624630,1.059253,0.102415,0.003821,0.005351,-0.994720,-0.463397,0.705319,1.047778,-0.028357,0.018819,-0.038238,-0.998689,-0.459919,1.003858,0.985655,-0.157380,0.011413,-0.109149,-0.981421,-0.485779,1.321302,1.032429,-0.109464,0.022890,-0.113807,-0.987189,-0.518711,1.466974,1.058028,-0.199742,0.171404,-0.124028,-0.956735,-0.444481,1.306657,1.001613,-0.598388,0.541490,0.191861,-0.558489,-0.332268,1.327467,1.048141,-0.283213,0.658758,0.475183,-0.509931,-0.236759,1.085196,1.153556,-0.150284,0.486386,0.693239,-0.510160,-0.329066,0.837381,1.269892,-0.204936,0.269210,-0.036151,-0.940330,-0.520344,1.300923,0.998586,-0.544762,-0.199438,-0.397433,-0.710990,-0.625404,1.306143,0.934361,-0.110431,-0.405793,-0.552805,-0.719405,-0.795247,1.086323,0.892383,-0.028109,0.173808,0.705172,0.686829,-0.811904,0.838398,1.021743,-0.263319,-0.010789,-0.060401,-0.962756,-0.364619,0.623083,1.048840,-0.085380,0.062548,-0.093139,-0.990012,-0.336920,0.409236,0.921556,-0.017074,0.202459,0.072083,-0.976485,-0.266846,0.061534,0.865022,-0.193070,0.168731,0.041893,-0.965660,-0.562283,0.626177,1.069665,0.124536,0.102773,0.050995,-0.985560,-0.566228,0.395326,0.972757,0.081742,0.392495,0.062326,-0.913992,-0.611525,0.049165,1.057160,,,,,,,,,,,,,,
220,1.833333,0.071421,-0.055298,0.005852,-0.995895,-0.461777,0.623937,1.056769,0.103040,0.001083,0.007191,-0.994651,-0.461470,0.704601,1.045122,-0.028688,0.016144,-0.036921,-0.998776,-0.457047,1.003136,0.982597,-0.158416,0.009743,-0.107456,-0.981460,-0.481866,1.320618,1.029668,-0.110780,0.021960,-0.111556,-0.987320,-0.514278,1.466291,1.055638,-0.200066,0.168668,-0.122306,-0.957375,-0.440772,1.305887,0.998620,-0.596923,0.539820,0.195077,-0.560555,-0.328226,1.326432,1.044455,-0.279979,0.656559,0.477377,-0.512498,-0.232402,1.083931,1.149052,-0.145222,0.483809,0.694914,-0.511795,-0.324246,0.836345,1.266248,-0.205207,0.266634,-0.034149,-0.941079,-0.516665,1.300342,0.996003,-0.546904,-0.202388,-0.394416,-0.710191,-0.622100,1.305907,0.932425,-0.112751,-0.409549,-0.550956,-0.718335,-0.792619,1.086323,0.891984,-0.025869,0.177908,0.704885,0.686161,-0.808704,0.838708,1.022011,-0.263922,-0.008364,-0.055892,-0.962887,-0.363000,0.621994,1.045905,-0.082127,0.062267,-0.089131,-0.990673,-0.337154,0.408043,0.918405,-0.009367,0.196824,0.063594,-0.978329,-0.270051,0.059426,0.863947,-0.191248,0.167619,0.042982,-0.966168,-0.560553,0.625881,1.067633,0.126402,0.101837,0.052275,-0.985352,-0.565297,0.394725,0.971489,0.082156,0.392386,0.062764,-0.913972,-0.611544,0.048996,1.057134,,,,,,,,,,,,,,
221,1.841667,0.072578,-0.057916,0.008001,-0.995648,-0.460277,0.623116,1.054271,0.103712,-0.001617,0.009268,-0.994563,-0.459664,0.703748,1.042417,-0.029068,0.013597,-0.035625,-0.998850,-0.454147,1.002355,0.979439,-0.159330,0.007670,-0.107585,-0.981316,-0.477947,1.319867,1.026829,-0.112062,0.020310,-0.108514,-0.987550,-0.510388,1.465470,1.053138,-0.200672,0.165766,-0.120395,-0.957996,-0.437051,1.305055,0.995559,-0.595995,0.538314,0.197531,-0.562129,-0.324151,1.325286,1.040659,-0.277327,0.654840,0.479040,-0.514582,-0.227957,1.082623,1.144537,-0.140993,0.481711,0.696297,-0.513076,-0.319449,0.835166,1.262518,-0.205773,0.264255,-0.031771,-0.941710,-0.512970,1.299697,0.993334,-0.548356,-0.204789,-0.391650,-0.709914,-0.618755,1.305725,0.930382,-0.114505,-0.413107,-0.549379,-0.717226,-0.789946,1.086401,0.891398,-0.024098,0.182225,0.704414,0.685576,-0.805363,0.839153,1.022148,-0.264246,-0.008186,-0.051995,-0.963018,-0.361565,0.620697,1.042924,-0.078620,0.059941,-0.085819,-0.991394,-0.337573,0.406622,0.915272,-0.001558,0.189046,0.052700,-0.980552,-0.273071,0.057183,0.862977,-0.189704,0.166523,0.043692,-0.966630,-0.558989,0.625536,1.065619,0.128344,0.100675,0.053633,-0.985148,-0.564319,0.394116,0.970142,0.082547,0.392233,0.063164,-0.913975,-0.611556,0.048846,1.057088,,,,,,,,,,,,,,
222,1.850000,0.073600,-0.060428,0.009690,-0.995408,-0.458446,0.622297,1.051639,0.104370,-0.004134,0.010965,-0.994470,-0.457599,0.702899,1.039602,-0.029580,0.011265,-0.034146,-0.998915,-0.451211,1.001536,0.976183,-0.160866,0.006160,-0.105976,-0.981251,-0.473891,1.319071,1.023967,-0.113168,0.019423,-0.106339,-0.987678,-0.505853,1.464715,1.050803,-0.201149,0.162957,-0.118662,-0.958595,-0.433187,1.304172,0.992489,-0.594962,0.537016,0.199919,-0.563620,-0.319957,1.324131,1.036877,-0.274976,0.653269,0.480664,-0.516323,-0.223511,1.081293,1.140112,-0.137011,0.480102,0.697212,-0.514418,-0.314739,0.833947,1.258705,-0.205969,0.261832,-0.029641,-0.942413,-0.509131,1.299029,0.990622,-0.549995,-0.207004,-0.388691,-0.709630,-0.615262,1.305436,0.928294,-0.116472,-0.416723,-0.548014,-0.715861,-0.787238,1.086481,0.890714,-0.021717,0.186320,0.704051,0.684927,-0.801816,0.839457,1.022110,-0.264384,-0.008784,-0.047480,-0.963208,-0.359800,0.619495,1.039824,-0.075044,0.056182,-0.083641,-0.992077,-0.338060,0.405232,0.912084,0.004471,0.180734,0.042971,-0.982583,-0.275425,0.055133,0.861980,-0.187451,0.165904,0.044605,-0.967134,-0.557093,0.625098,1.063454,0.129996,0.100219,0.054567,-0.984926,-0.563123,0.393294,0.968959,0.083589,0.392908,0.064592,-0.913490,-0.611088,0.048402,1.057004,,,,,,,,,,,,,,
223,1.858333,0.074685,-0.062992,0.011445,-0.995150,-0.456474,0.621486,1.048968,0.105004,-0.006458,0.012584,-0.994371,-0.455385,0.702056,1.036736,-0.030070,0.009214,-0.032653,-0.998972,-0.448162,1.000670,0.972898,-0.161190,0.004897,-0.103889,-0.981428,-0.469734,1.318228,1.021052,-0.114959,0.018423,-0.104407,-0.987697,-0.501080,1.464043,1.048050,-0.201674,0.160194,-0.117026,-0.959151,-0.429206,1.303240,0.989390,-0.593274,0.536303,0.202404,-0.565188,-0.315661,1.322944,1.033081,-0.273000,0.651317,0.482522,-0.518102,-0.219347,1.079888,1.135924,-0.133715,0.478294,0.698782,-0.514839,-0.310099,0.832649,1.254810,-0.206365,0.259769,-0.027444,-0.942964,-0.505171,1.298315,0.987839,-0.552716,-0.209367,-0.385409,-0.708612,-0.611598,1.305150,0.926064,-0.118738,-0.420961,-0.546085,-0.714482,-0.784449,1.086674,0.889731,-0.019443,0.190641,0.703456,0.684418,-0.798233,0.839795,1.022062,-0.264613,-0.010684,-0.043201,-0.963327,-0.357898,0.618287,1.036677,-0.071401,0.051761,-0.083457,-0.992601,-0.338472,0.403889,0.908789,0.009764,0.176556,0.036088,-0.983580,-0.276311,0.053385,0.860981,-0.185432,0.165455,0.045828,-0.967543,-0.555051,0.624685,1.061259,0.132115,0.099858,0.056093,-0.984595,-0.561892,0.392559,0.967612,0.084120,0.392931,0.065148,-0.913392,-0.611042,0.048188,1.057030,,,,,,,,,,,,,,
224,1.866667,0.075731,-0.065138,0.013270,-0.994910,-0.454424,0.620660,1.046209,0.105657,-0.008672,0.014002,-0.994266,-0.453076,0.701197,1.033787,-0.030558,0.007192,-0.031013,-0.999026,-0.445138,0.999746,0.969526,-0.161704,0.003551,-0.102001,-0.981547,-0.465508,1.317327,1.018044,-0.116566,0.017302,-0.102407,-0.987738,-0.496313,1.463368,1.045276,-0.202269,0.157510,-0.115446,-0.959661,-0.425159,1.302240,0.986200,-0.593004,0.535025,0.204261,-0.566014,-0.311314,1.321696,1.029215,-0.270825,0.650459,0.483715,-0.519208,-0.214654,1.078462,1.131312,-0.131060,0.476712,0.699978,-0.515364,-0.305480,0.831366,1.250846,-0.207050,0.257786,-0.025238,-0.943419,-0.501145,1.297556,0.984961,-0.554298,-0.211546,-0.382467,-0.708323,-0.607854,1.304843,0.923726,-0.120381,-0.424518,-0.544552,-0.713271,-0.781459,1.086735,0.888801,-0.017418,0.194238,0.702928,0.684003,-0.794499,0.840121,1.021919,-0.262642,-0.015152,-0.039559,-0.963963,-0.355911,0.617055,1.033526,-0.069308,0.046991,-0.085033,-0.992853,-0.338807,0.401986,0.906436,0.015685,0.177425,0.031091,-0.983518,-0.275821,0.051461,0.859876,-0.182743,0.165621,0.047018,-0.967969,-0.552937,0.624265,1.058892,0.134108,0.099867,0.057735,-0.984230,-0.560572,0.391698,0.966406,0.084957,0.393007,0.066035,-0.913218,-0.611012,0.047843,1.057081,,,,,,,,,,,,,,
225,1.875000,0.076762,-0.067055,0.015225,-0.994676,-0.452366,0.620035,1.043668,0.106668,-0.010688,0.015352,-0.994119,-0.450737,0.700538,1.031055,-0.031109,0.005360,-0.029349,-0.999071,-0.442118,0.998890,0.966173,-0.163663,0.002368,-0.100024,-0.981430,-0.461284,1.316486,1.015087,-0.117386,0.016576,-0.100450,-0.987854,-0.491558,1.462853,1.043017,-0.202702,0.154847,-0.113615,-0.960222,-0.421106,1.301302,0.983074,-0.592055,0.534018,0.206490,-0.567148,-0.306951,1.320456,1.025401,-0.269110,0.649138,0.485175,-0.520389,-0.210202,1.077002,1.126886,-0.128669,0.475500,0.701186,-0.515445,-0.300861,0.829964,1.246731,-0.207434,0.256226,-0.023046,-0.943816,-0.497110,1.296862,0.982120,-0.555452,-0.213631,-0.379892,-0.708178,-0.604043,1.304601,0.921332,-0.122057,-0.427969,-0.542712,-0.712326,-0.778253,1.086761,0.887774,-0.014860,0.198089,0.702325,0.683579,-0.790769,0.840453,1.021706,-0.261280,-0.018516,-0.036660,-0.964389,-0.353915,0.616002,1.030642,-0.066588,0.042026,-0.086564,-0.993130,-0.338632,0.400465,0.904113,0.021697,0.180493,0.026832,-0.982971,-0.274867,0.049863,0.859222,-0.180226,0.165799,0.047595,-0.968382,-0.550818,0.624069,1.056694,0.136139,0.101855,0.059485,-0.983643,-0.558935,0.391072,0.965339,0.085313,0.393337,0.066254,-0.913027,-0.610927,0.047758,1.057181,,,,,,,,,,,,,,
226,1.883333,0.078320,-0.068527,0.016375,-0.994436,-0.449864,0.619883,1.041393,0.108193,-0.012464,0.016294,-0.993918,-0.448084,0.700340,1.028515,-0.031647,0.003658,-0.027675,-0.999109,-0.439033,0.998129,0.962772,-0.165794,0.001401,-0.098480,-0.981230,-0.456998,1.315736,1.012065,-0.118247,0.016233,-0.098422,-0.987961,-0.486904,1.462571,1.040774,-0.203315,0.152371,-0.111660,-0.960717,-0.416982,1.300454,0.979896,-0.590915,0.533231,0.208892,-0.568198,-0.302532,1.319259,1.021575,-0.267265,0.647796,0.486854,-0.521443,-0.205871,1.075521,1.122458,-0.126620,0.473766,0.702471,-0.515798,-0.296461,0.828598,1.242544,-0.208509,0.255098,-0.020910,-0.943934,-0.493004,1.296261,0.979206,-0.556451,-0.215797,-0.377437,-0.708050,-0.600102,1.304506,0.918777,-0.123586,-0.431090,-0.541024,-0.711464,-0.774834,1.086873,0.886621,-0.012663,0.201556,0.701874,0.683072,-0.786876,0.840812,1.021300,-0.259019,-0.019178,-0.034228,-0.965075,-0.351459,0.615579,1.028101,-0.064000,0.040036,-0.085943,-0.993436,-0.337404,0.399367,0.902587,0.025860,0.181989,0.024717,-0.982650,-0.274233,0.048445,0.859387,-0.177210,0.166917,0.048780,-0.968688,-0.548268,0.624187,1.054684,0.137667,0.104334,0.061487,-0.983047,-0.557119,0.390707,0.964639,0.085293,0.393634,0.065920,-0.912925,-0.610857,0.047868,1.057246,,,,,,,,,,,,,,
227,1.891667,0.080634,-0.069251,0.017251,-0.994186,-0.447260,0.620125,1.039490,0.110296,-0.014079,0.016996,-0.993654,-0.445375,0.700517,1.026228,-0.032429,0.001906,-0.025976,-0.999135,-0.436039,0.997561,0.959307,-0.167583,0.000790,-0.095775,-0.981195,-0.452782,1.315151,1.009133,-0.119387,0.016421,-0.096972,-0.987964,-0.481983,1.462616,1.038529,-0.204149,0.149778,-0.109512,-0.961196,-0.412934,1.299786,0.976795,-0.589677,0.532404,0.211513,-0.569289,-0.298174,1.318195,1.017792,-0.265668,0.646260,0.488524,-0.522602,-0.201636,1.074135,1.118015,-0.124962,0.472109,0.703708,-0.516036,-0.291990,0.827296,1.238224,-0.209388,0.254262,-0.018887,-0.944008,-0.488971,1.295843,0.976377,-0.556712,-0.218054,-0.375420,-0.708226,-0.596194,1.304571,0.916238,-0.125095,-0.433660,-0.539602,-0.710718,-0.771229,1.086966,0.885576,-0.010566,0.205068,0.701160,0.682796,-0.782880,0.841297,1.020663,-0.257825,-0.017617,-0.033227,-0.965459,-0.348881,0.615606,1.026080,-0.061228,0.044391,-0.082432,-0.993723,-0.335091,0.399051,0.901129,0.027972,0.180236,0.023637,-0.982941,-0.274295,0.047455,0.860051,-0.173957,0.168533,0.049825,-0.968944,-0.545639,0.624644,1.052899,0.138808,0.107587,0.063584,-0.982402,-0.555134,0.390644,0.964282,0.084790,0.394114,0.065136,-0.912821,-0.610733,0.048219,1.057325,,,,,,,,,,,,,,
228,1.900000,0.083590,-0.069569,0.017939,-0.993907,-0.444566,0.620565,1.037825,0.112650,-0.015698,0.017864,-0.993350,-0.442608,0.700874,1.024080,-0.033307,-0.000048,-0.024765,-0.999138,-0.432892,0.997245,0.955806,-0.168056,0.000124,-0.092094,-0.981466,-0.448706,1.314790,1.006224,-0.121241,0.016355,-0.096042,-0.987830,-0.476882,1.462926,1.035899,-0.205228,0.147290,-0.106989,-0.961634,-0.409024,1.299388,0.973701,-0.588604,0.531491,0.214298,-0.570210,-0.293946,1.317297,1.014026,-0.264359,0.644619,0.490001,-0.523908,-0.197530,1.072857,1.113438,-0.122679,0.471078,0.704093,-0.517001,-0.287481,0.825977,1.233764,-0.210725,0.254021,-0.016753,-0.943816,-0.485071,1.295619,0.973583,-0.557046,-0.220460,-0.373785,-0.708084,-0.592342,1.304916,0.913616,-0.126267,-0.435925,-0.538495,-0.709964,-0.767473,1.087197,0.884335,-0.009274,0.207825,0.700321,0.682843,-0.778684,0.841859,1.019806,-0.254679,-0.013371,-0.033225,-0.966362,-0.346201,0.615865,1.024379,-0.061230,0.054673,-0.077218,-0.993629,-0.331827,0.398502,0.900904,0.031144,0.177666,0.022148,-0.983348,-0.274307,0.046309,0.860233,-0.170724,0.170679,0.050801,-0.969093,-0.542931,0.625265,1.051272,0.139895,0.112010,0.065727,-0.981613,-0.552993,0.390756,0.964075,0.083933,0.394763,0.063748,-0.912718,-0.610596,0.048748,1.057431,,,,,,,,,,,,,,
229,1.908333,0.086932,-0.069467,0.018739,-0.993613,-0.441919,0.621026,1.036284,0.114982,-0.017098,0.018971,-0.993039,-0.439868,0.701238,1.021992,-0.034024,-0.001874,-0.023825,-0.999135,-0.429607,0.997268,0.952302,-0.168011,-0.000202,-0.088268,-0.981825,-0.444672,1.314772,1.003204,-0.123918,0.016738,-0.095152,-0.987578,-0.471714,1.463281,1.032924,-0.206381,0.145573,-0.104103,-0.961966,-0.405140,1.299344,0.970512,-0.586945,0.530518,0.217717,-0.571529,-0.289788,1.316623,1.010325,-0.263290,0.642369,0.491858,-0.525467,-0.193622,1.071743,1.108891,-0.120666,0.469766,0.704073,-0.518691,-0.282931,0.824661,1.229104,-0.211980,0.253440,-0.014800,-0.943723,-0.481193,1.295709,0.970673,-0.556436,-0.223069,-0.372627,-0.708356,-0.588553,1.305509,0.910945,-0.127414,-0.437428,-0.537786,-0.709372,-0.763519,1.087454,0.883226,-0.008289,0.210948,0.699858,0.682372,-0.774407,0.842520,1.018671,-0.251701,-0.008527,-0.032904,-0.967208,-0.343556,0.616125,1.022887,-0.060975,0.066091,-0.071694,-0.993365,-0.328694,0.397996,0.900829,0.034064,0.175586,0.020529,-0.983660,-0.274640,0.045190,0.860723,-0.167812,0.172970,0.051672,-0.969149,-0.540281,0.625928,1.049681,0.141095,0.116768,0.067901,-0.980738,-0.550823,0.390970,0.963758,0.083045,0.395354,0.061880,-0.912672,-0.610495,0.049413,1.057464,,,,,,,,,,,,,,
230,1.916667,0.090391,-0.068920,0.020063,-0.993316,-0.439540,0.621319,1.034838,0.117280,-0.018356,0.020654,-0.992714,-0.437307,0.701422,1.019977,-0.034618,-0.003689,-0.023364,-0.999121,-0.426133,0.997419,0.948808,-0.168570,-0.000728,-0.084419,-0.982068,-0.440757,1.314879,1.000114,-0.126311,0.016840,-0.094022,-0.987381,-0.466615,1.463511,1.030026,-0.207425,0.144512,-0.101334,-0.962197,-0.401358,1.299455,0.967259,-0.585495,0.529324,0.221176,-0.572794,-0.285790,1.316100,1.006715,-0.262064,0.639808,0.494168,-0.527035,-0.189765,1.070777,1.104313,-0.118855,0.467641,0.705623,-0.518923,-0.278453,0.823501,1.224273,-0.212980,0.252750,-0.012627,-0.943715,-0.477413,1.295881,0.967697,-0.556124,-0.225740,-0.371445,-0.708376,-0.584873,1.306212,0.908240,-0.128417,-0.438953,-0.537520,-0.708450,-0.759659,1.087828,0.882022,-0.007641,0.213235,0.698915,0.682635,-0.769942,0.843332,1.017337,-0.249713,-0.003849,-0.031275,-0.967807,-0.341173,0.616119,1.021590,-0.060942,0.074175,-0.068267,-0.993038,-0.326496,0.397439,0.900501,0.036549,0.174536,0.019023,-0.983788,-0.274551,0.044285,0.860666,-0.165279,0.175476,0.051989,-0.969117,-0.537907,0.626518,1.048086,0.142408,0.121383,0.070130,-0.979831,-0.548614,0.391155,0.963303,0.082304,0.395925,0.059693,-0.912637,-0.610392,0.050086,1.057422,,,,,,,,,,,,,,
231,1.925000,0.093082,-0.066986,0.020620,-0.993189,-0.437345,0.621543,1.033384,0.119532,-0.018928,0.022690,-0.992391,-0.435023,0.701563,1.018090,-0.035167,-0.005078,-0.022987,-0.999104,-0.422670,0.997651,0.945437,-0.169155,-0.000851,-0.081359,-0.982225,-0.436938,1.315067,0.997110,-0.128549,0.017446,-0.092162,-0.987257,-0.461819,1.463555,1.027163,-0.208252,0.143533,-0.098802,-0.962428,-0.397642,1.299651,0.964128,-0.584346,0.527915,0.224874,-0.573828,-0.281880,1.315722,1.003251,-0.260944,0.637316,0.496324,-0.528582,-0.185945,1.069883,1.099630,-0.117021,0.465907,0.706815,-0.519278,-0.273991,0.822398,1.219347,-0.213392,0.252243,-0.010434,-0.943784,-0.473698,1.296126,0.964778,-0.556398,-0.228193,-0.370306,-0.707971,-0.581234,1.306967,0.905548,-0.129788,-0.440896,-0.536821,-0.707523,-0.755869,1.088318,0.880554,-0.005783,0.215756,0.698550,0.682235,-0.765602,0.844248,1.015855,-0.248625,0.000940,-0.028936,-0.968167,-0.338930,0.616233,1.020541,-0.060477,0.079192,-0.065618,-0.992857,-0.324784,0.397211,0.900007,0.037753,0.173312,0.018187,-0.983975,-0.274544,0.043761,0.860608,-0.162910,0.178287,0.052247,-0.968991,-0.535760,0.626854,1.046227,0.144094,0.125827,0.072191,-0.978873,-0.546568,0.391114,0.962508,0.082154,0.396342,0.057616,-0.912603,-0.610354,0.050603,1.057304,,,,,,,,,,,,,,
232,1.933333,0.095449,-0.065818,0.021914,-0.993014,-0.435077,0.621654,1.031695,0.121190,-0.019431,0.024498,-0.992137,-0.432554,0.701592,1.016010,-0.035433,-0.006104,-0.022800,-0.999093,-0.419145,0.997852,0.942227,-0.170175,-0.001185,-0.079246,-0.982222,-0.433210,1.315247,0.994083,-0.130163,0.017470,-0.089423,-0.987297,-0.457387,1.463418,1.024390,-0.209236,0.142451,-0.096770,-0.962582,-0.393987,1.299835,0.961012,-0.583643,0.526271,0.228329,-0.574688,-0.278051,1.315449,0.999803,-0.259919,0.634863,0.498520,-0.529971,-0.182021,1.069133,1.094862,-0.116040,0.463422,0.708435,-0.519514,-0.269518,0.821349,1.214291,-0.213661,0.251984,-0.008167,-0.943815,-0.470042,1.296333,0.961818,-0.556652,-0.230485,-0.369170,-0.707622,-0.577621,1.307704,0.902766,-0.130803,-0.443062,-0.536517,-0.706213,-0.752138,1.088831,0.878940,-0.003882,0.217544,0.697588,0.682664,-0.760968,0.845286,1.014257,-0.248025,0.005760,-0.025188,-0.968409,-0.336643,0.616080,1.019119,-0.058323,0.080493,-0.063638,-0.993010,-0.323712,0.396807,0.898906,0.039912,0.172079,0.015829,-0.984147,-0.274946,0.042990,0.860982,-0.160377,0.181106,0.052809,-0.968861,-0.533512,0.627229,1.044271,0.145735,0.130279,0.074164,-0.977900,-0.544589,0.391109,0.961666,0.082178,0.396785,0.055145,-0.912561,-0.610326,0.051147,1.057099,,,,,,,,,,,,,,
233,1.941667,0.097179,-0.064609,0.023224,-0.992896,-0.432875,0.621647,1.029837,0.122325,-0.019311,0.026229,-0.991955,-0.430140,0.701521,1.013865,-0.035414,-0.006292,-0.022535,-0.999099,-0.415667,0.998013,0.939273,-0.171649,-0.000966,-0.078872,-0.981995,-0.429547,1.315418,0.991120,-0.131275,0.018045,-0.085580,-0.987480,-0.453551,1.463148,1.021793,-0.209856,0.141168,-0.094980,-0.962814,-0.390345,1.299984,0.958034,-0.583042,0.524577,0.231812,-0.575452,-0.274234,1.315223,0.996450,-0.259275,0.632463,0.500525,-0.531264,-0.178105,1.068416,1.090124,-0.115581,0.461285,0.709558,-0.519985,-0.264988,0.820284,1.209154,-0.213470,0.251727,-0.005979,-0.943943,-0.466402,1.296522,0.958870,-0.556666,-0.232279,-0.368015,-0.707626,-0.574020,1.308376,0.899984,-0.131602,-0.445185,-0.536548,-0.704704,-0.748549,1.089398,0.877231,-0.001843,0.219439,0.696987,0.682680,-0.756296,0.846334,1.012548,-0.248373,0.009826,-0.021388,-0.968378,-0.334421,0.615816,1.017534,-0.055557,0.079207,-0.062271,-0.993359,-0.322827,0.396541,0.897188,0.041541,0.171155,0.012456,-0.984289,-0.275231,0.042374,0.861087,-0.158256,0.183905,0.053442,-0.968647,-0.531330,0.627479,1.042140,0.147652,0.133584,0.076229,-0.977007,-0.542679,0.391054,0.960449,0.082578,0.397155,0.052170,-0.912539,-0.610346,0.051719,1.056759,,,,,,,,,,,,,,
234,1.950000,0.098662,-0.062721,0.024701,-0.992835,-0.430908,0.621592,1.027675,0.122704,-0.018523,0.028055,-0.991874,-0.427919,0.701407,1.011455,-0.035224,-0.005782,-0.022205,-0.999116,-0.412264,0.998158,0.936537,-0.172883,-0.000689,-0.078102,-0.981841,-0.425976,1.315591,0.988255,-0.132109,0.017938,-0.081793,-0.987692,-0.449703,1.463005,1.019240,-0.210352,0.139961,-0.093452,-0.963031,-0.386751,1.300118,0.955214,-0.582767,0.522460,0.235766,-0.576049,-0.270486,1.315045,0.993284,-0.258346,0.630096,0.502574,-0.532594,-0.174151,1.067654,1.085189,-0.115905,0.458581,0.711186,-0.520081,-0.260488,0.819217,1.203933,-0.212980,0.251549,-0.004046,-0.944112,-0.462811,1.296709,0.955975,-0.557722,-0.233752,-0.367097,-0.706786,-0.570456,1.308973,0.897223,-0.132421,-0.448113,-0.536071,-0.703056,-0.744978,1.089934,0.875014,0.000537,0.221640,0.696204,0.682771,-0.751549,0.847366,1.010727,-0.249119,0.013797,-0.017985,-0.968207,-0.332420,0.615487,1.015780,-0.052222,0.077976,-0.060566,-0.993743,-0.321978,0.396331,0.895113,0.042922,0.170128,0.007059,-0.984461,-0.275818,0.041755,0.861227,-0.156122,0.185723,0.053513,-0.968643,-0.529396,0.627697,1.039569,0.149862,0.136259,0.078288,-0.976138,-0.540834,0.390940,0.958858,0.083505,0.397472,0.048445,-0.912522,-0.610398,0.052306,1.056278,,,,,,,,,,,,,,
